Filepath,FirstCommitDateISO,LastCommitDateISO,LifespanDays
.cursor/rules/website_standards.mdc,2025-04-09T11:13:36-03:00,2025-04-17T20:21:55-03:00,8.38
.cursor/rules/workflow_quick_wins.mdc,2025-04-09T14:08:43-03:00,2025-04-17T20:21:55-03:00,8.26
.cursor/settings.json,2025-04-08T15:15:57-03:00,2025-04-08T15:15:57-03:00,0.00
.cursor/start_mcp.js,2025-04-08T15:15:57-03:00,2025-04-08T15:15:57-03:00,0.00
.cursor/start_mcp_service.bat,2025-04-08T15:15:57-03:00,2025-04-08T15:15:57-03:00,0.00
.cursor/start_openrouter_mcp.bat,2025-04-08T15:15:57-03:00,2025-04-08T15:15:57-03:00,0.00
.cursor/start_openrouter_mcp_background.bat,2025-04-08T15:15:57-03:00,2025-04-08T15:15:57-03:00,0.00
.cursor/startup.py,2025-04-08T15:15:57-03:00,2025-04-08T15:15:57-03:00,0.00
.cursor/stop_mcp_service.bat,2025-04-08T15:15:57-03:00,2025-04-08T15:15:57-03:00,0.00
.cursor/stop_openrouter_mcp.bat,2025-04-08T15:15:57-03:00,2025-04-08T15:15:57-03:00,0.00
.cursor/test_free_models.bat,2025-04-08T15:15:57-03:00,2025-04-08T15:15:57-03:00,0.00
.cursor/test_openrouter_client.bat,2025-04-08T15:15:57-03:00,2025-04-08T15:15:57-03:00,0.00
.cursor/test_openrouter_direct.bat,2025-04-08T15:15:57-03:00,2025-04-08T15:15:57-03:00,0.00
.cursor/test_openrouter_direct.js,2025-04-08T15:15:57-03:00,2025-04-08T15:15:57-03:00,0.00
.cursor/test_openrouter_mcp_server.bat,2025-04-08T15:15:57-03:00,2025-04-08T15:15:57-03:00,0.00
.cursor/test_openrouter_simple.bat,2025-04-08T15:15:57-03:00,2025-04-08T15:15:57-03:00,0.00
.cursor/verify_mcp_connection.bat,2025-04-08T15:15:57-03:00,2025-04-08T15:15:57-03:00,0.00
.cursor/verify_mcp_server.js,2025-04-08T15:15:57-03:00,2025-04-08T15:15:57-03:00,0.00
.deepsource.toml,2025-04-25T20:15:06+00:00,2025-04-25T20:15:06+00:00,0.00
.devcontainer/devcontainer.json,2025-04-09T11:15:31-03:00,2025-04-09T11:15:31-03:00,0.00
.editorconfig,2025-04-08T15:15:57-03:00,2025-04-08T15:15:57-03:00,0.00
.github/workflows/django.yml,2025-04-09T17:28:24-03:00,2025-04-09T17:28:24-03:00,0.00
.github/workflows/gh-pages.yml,2025-04-09T17:30:23-03:00,2025-04-09T17:40:05-03:00,0.01
.github/workflows/git_history_analysis.yml,2025-04-16T18:01:12-03:00,2025-04-16T18:01:12-03:00,0.00
.github/workflows/lint.yml,2025-04-08T15:15:57-03:00,2025-04-08T15:15:57-03:00,0.00
.gitignore,2025-04-08T15:15:57-03:00,2025-04-17T20:36:50-03:00,9.22
.pre-commit-config.yaml,2025-04-08T15:15:57-03:00,2025-04-25T17:33:12-03:00,17.10
.roomodes,2025-04-09T09:05:00-03:00,2025-04-09T09:05:00-03:00,0.00
.streamlit/config.toml,2025-04-09T11:13:36-03:00,2025-04-09T11:13:36-03:00,0.00
CHANGELOG.md,2025-04-08T15:15:57-03:00,2025-04-25T17:33:12-03:00,17.10
CODE_OF_CONDUCT.md,2025-04-08T15:15:57-03:00,2025-04-08T15:15:57-03:00,0.00
CONTRIBUTING.md,2025-04-08T15:15:57-03:00,2025-04-18T15:53:48-03:00,10.03
LICENSE,2025-04-08T15:15:57-03:00,2025-04-08T15:15:57-03:00,0.00
README.md,2025-04-08T15:15:57-03:00,2025-04-18T15:53:48-03:00,10.03
ROADMAP.md,2025-04-08T15:15:57-03:00,2025-04-18T17:20:58-03:00,10.09
STRATEGIC_THINKING/README.md,2025-04-16T18:41:53-03:00,2025-04-16T18:41:53-03:00,0.00
STRATEGIC_THINKING/STRATEGY.md,2025-04-16T18:05:44-03:00,2025-04-16T18:05:44-03:00,0.00
STRATEGIC_THINKING/meta_prompts/strategic_analysis_prompt_v2.0.md,2025-04-16T18:05:44-03:00,2025-04-16T18:05:44-03:00,0.00
STRATEGIC_THINKING/products/chronicler/PROJECT_CHRONICLER_ROADMAP.md,2025-04-16T18:05:44-03:00,2025-04-16T18:05:44-03:00,0.00
STRATEGIC_THINKING/products/chronicler/PROJECT_CHRONICLER_VISION.md,2025-04-16T18:05:44-03:00,2025-04-16T18:05:44-03:00,0.00
STRATEGIC_THINKING/products/scribe/PROJECT_SCRIBE_ROADMAP.md,2025-04-16T18:05:44-03:00,2025-04-16T18:05:44-03:00,0.00
STRATEGIC_THINKING/products/scribe/PROJECT_SCRIBE_VISION.md,2025-04-16T18:05:44-03:00,2025-04-16T18:05:44-03:00,0.00
STRATEGIC_THINKING/protocols/egos_operational_rules.mdc,2025-04-16T18:05:44-03:00,2025-04-16T18:05:44-03:00,0.00
STRATEGIC_THINKING/protocols/multi_llm_research_protocol.mdc,2025-04-16T18:05:44-03:00,2025-04-16T18:05:44-03:00,0.00
STRATEGIC_THINKING/research/AI_AGENT_CAPABILITIES_2025.md,2025-04-08T15:15:57-03:00,2025-04-16T18:05:44-03:00,8.12
STRATEGIC_THINKING/research/Analise site design.txt,2025-04-10T10:03:29-03:00,2025-04-16T18:05:44-03:00,6.33
"""STRATEGIC_THINKING/research/An\303\241lise e Refinamento do Projeto EGOS_.txt""",,,
STRATEGIC_THINKING/research/CONTENT_AGGREGATOR_DEEP_DIVE.md,2025-04-16T18:05:44-03:00,2025-04-16T18:05:44-03:00,0.00
"""STRATEGIC_THINKING/research/CodeGuide e Integra\303\247\303\243o no EGOS_.txt""",,,
STRATEGIC_THINKING/research/Concorrentes gratuitos do CodeGuide_.txt,2025-04-16T18:05:44-03:00,2025-04-16T18:05:44-03:00,0.00
"""STRATEGIC_THINKING/research/Cria\303\247ao de site com IA.txt""",,,
STRATEGIC_THINKING/research/EGOS CodeGuide PRD.txt,2025-04-16T18:05:44-03:00,2025-04-16T18:05:44-03:00,0.00
STRATEGIC_THINKING/research/EGOS design GROK.txt,2025-04-10T10:03:29-03:00,2025-04-16T18:05:44-03:00,6.33
STRATEGIC_THINKING/research/EGOS design e ferramentas web.txt,2025-04-10T10:03:29-03:00,2025-04-16T18:05:44-03:00,6.33
STRATEGIC_THINKING/research/EGOS_ Competindo com CodeGuide_.txt,2025-04-16T18:05:44-03:00,2025-04-16T18:05:44-03:00,0.00
STRATEGIC_THINKING/research/EGOS_Strategic_Analysis_Integration_Summary_Apr2025.md,2025-04-08T15:15:57-03:00,2025-04-16T18:05:44-03:00,8.12
STRATEGIC_THINKING/research/Estudo CodeTime.txt,2025-04-16T18:05:44-03:00,2025-04-16T18:05:44-03:00,0.00
STRATEGIC_THINKING/research/Estudo de Tempo e Tokens_.txt,2025-04-16T18:05:44-03:00,2025-04-16T18:05:44-03:00,0.00
"""STRATEGIC_THINKING/research/Integra\303\247\303\243o Context7 e _egos_ aprimorada_.txt""",,,
"""STRATEGIC_THINKING/research/Integra\303\247\303\243o LLM em IDEs_.txt""",,,
"""STRATEGIC_THINKING/research/Integra\303\247\303\243o_ An\303\241lise e Estudo do Ego_.txt""",,,
STRATEGIC_THINKING/research/MARKET_ANALYSIS.txt,2025-04-10T10:03:29-03:00,2025-04-16T18:05:44-03:00,6.33
STRATEGIC_THINKING/research/TIPS_HESAMATION.txt,2025-04-10T10:03:29-03:00,2025-04-16T18:05:44-03:00,6.33
STRATEGIC_THINKING/research/Vibe_Coding_Market_Analysis.md,2025-04-08T15:15:57-03:00,2025-04-16T18:05:44-03:00,8.12
STRATEGIC_THINKING/research/Windsurf Prompt for EGOS Project_.txt,2025-04-16T18:05:44-03:00,2025-04-16T18:05:44-03:00,0.00
STRATEGIC_THINKING/research/roadmap_related/Analise Gopher-Egos,2025-04-08T15:15:57-03:00,2025-04-16T18:05:44-03:00,8.12
STRATEGIC_THINKING/research/roadmap_related/Analysis of Opportunities for Project EVA GUARANI - EGOS within the Stellar Blockchain Ecosystem.txt,2025-04-08T15:15:57-03:00,2025-04-16T18:05:44-03:00,8.12
"""STRATEGIC_THINKING/research/roadmap_related/An\303\241lise de Integra\303\247\303\243o de Ferramentas e Empresas com o Sistema EVA GUARANI - EGOS.txt""",,,
STRATEGIC_THINKING/research/roadmap_related/Comparacao ferramentas data ia.txt,2025-04-08T15:15:57-03:00,2025-04-16T18:05:44-03:00,8.12
STRATEGIC_THINKING/research/roadmap_related/EGOS - Gemini AI System Market Analysis.txt,2025-04-08T15:15:57-03:00,2025-04-16T18:05:44-03:00,8.12
STRATEGIC_THINKING/research/roadmap_related/EGOS - Grok Presentation p2.txt,2025-04-08T15:15:57-03:00,2025-04-16T18:05:44-03:00,8.12
STRATEGIC_THINKING/research/roadmap_related/EGOS - Quantum Unified Master System Diagnostic & Strategic Market Presentation.txt,2025-04-08T15:15:57-03:00,2025-04-16T18:05:44-03:00,8.12
STRATEGIC_THINKING/research/roadmap_related/EGOS Ethical Marketing Strategy_.txt,2025-04-09T17:40:38-03:00,2025-04-16T18:05:44-03:00,7.02
STRATEGIC_THINKING/research/roadmap_related/EGOS_ GitHub Project Search_.txt,2025-04-08T15:15:57-03:00,2025-04-16T18:05:44-03:00,8.12
STRATEGIC_THINKING/research/roadmap_related/Estudo CrewAI.txt,2025-04-08T15:15:57-03:00,2025-04-16T18:05:44-03:00,8.12
STRATEGIC_THINKING/research/roadmap_related/Estudo DATA com IA Gemini.txt,2025-04-08T15:15:57-03:00,2025-04-16T18:05:44-03:00,8.12
STRATEGIC_THINKING/research/roadmap_related/Estudo EAAS ethics as a service Gemini.txt,2025-04-08T15:15:57-03:00,2025-04-16T18:05:44-03:00,8.12
STRATEGIC_THINKING/research/roadmap_related/Estudo KOIOS.txt,2025-04-08T15:15:57-03:00,2025-04-16T18:05:44-03:00,8.12
STRATEGIC_THINKING/research/roadmap_related/Estudo MCPs.txt,2025-04-08T15:15:57-03:00,2025-04-16T18:05:44-03:00,8.12
STRATEGIC_THINKING/research/roadmap_related/Estudo Mycellium Gemini.txt,2025-04-08T15:15:57-03:00,2025-04-16T18:05:44-03:00,8.12
STRATEGIC_THINKING/research/roadmap_related/Market Positioning Strategy for Eva Guarani Egos An Expert Analysis.txt,2025-04-08T15:15:57-03:00,2025-04-16T18:05:44-03:00,8.12
STRATEGIC_THINKING/research/roadmap_related/Mercado de Prompts.txt,2025-04-08T15:15:57-03:00,2025-04-16T18:05:44-03:00,8.12
STRATEGIC_THINKING/research/roadmap_related/Scraper com IA.txt,2025-04-08T15:15:57-03:00,2025-04-16T18:05:44-03:00,8.12
"""STRATEGIC_THINKING/research/roadmap_related/Vibe Coding Avan\303\247o e Oportunidades.txt""",,,
STRATEGIC_THINKING/research/roadmap_related/WebSite Enio Grok e Gemini.txt,2025-04-08T18:16:42-03:00,2025-04-16T18:05:44-03:00,7.99
STRATEGIC_THINKING/research/roadmap_related/WebSite analise.txt,2025-04-09T19:59:53-03:00,2025-04-16T18:05:44-03:00,6.92
STRATEGIC_THINKING/research/website_ux_analysis.md,2025-04-10T11:48:46-03:00,2025-04-16T18:05:44-03:00,6.26
STRATEGIC_THINKING/strategy_archive/Competitive_Analysis.md,2025-04-08T15:15:57-03:00,2025-04-16T18:05:44-03:00,8.12
STRATEGIC_THINKING/strategy_archive/Customer_Journey_Map.md,2025-04-10T10:14:38-03:00,2025-04-16T18:05:44-03:00,6.33
STRATEGIC_THINKING/strategy_archive/EGOS_Business_Plan_v1.0.md,2025-04-16T18:05:44-03:00,2025-04-16T18:05:44-03:00,0.00
STRATEGIC_THINKING/strategy_archive/EGOS_PRESENTATION_GUIDE.md,2025-04-16T18:05:44-03:00,2025-04-16T18:05:44-03:00,0.00
STRATEGIC_THINKING/strategy_archive/MVP_Definition.md,2025-04-16T18:05:44-03:00,2025-04-16T18:05:44-03:00,0.00
STRATEGIC_THINKING/strategy_archive/Monetization_Model.md,2025-04-08T15:15:57-03:00,2025-04-16T18:05:44-03:00,8.12
STRATEGIC_THINKING/strategy_archive/Target_Platform_Analysis.md,2025-04-16T18:05:44-03:00,2025-04-16T18:05:44-03:00,0.00
STRATEGIC_THINKING/technology_watch/web_scraping_strategies.md,2025-04-16T18:05:44-03:00,2025-04-16T18:05:44-03:00,0.00
analysis_results/egos_git_analysis.csv,2025-04-16T17:43:44-03:00,2025-05-11T03:43:01+00:00,24.29
config/api_keys.example.json,2025-04-08T15:15:57-03:00,2025-04-08T15:15:57-03:00,0.00
dashboard/streamlit_app_rewrite.py,2025-04-25T17:33:12-03:00,2025-04-25T20:48:30+00:00,0.01
docs/.nojekyll,2025-04-08T15:15:57-03:00,2025-04-09T18:19:26-03:00,1.13
docs/GOVERNANCE.md,2025-04-10T10:03:29-03:00,2025-04-10T10:03:29-03:00,0.00
docs/INTEGRATION_PLAN.md,2025-04-10T10:03:29-03:00,2025-04-10T10:03:29-03:00,0.00
docs/README.md,2025-04-16T18:39:50-03:00,2025-04-17T20:21:55-03:00,1.07
docs/ai_collaboration/MULTI_AGENT_WORKFLOW.md,2025-04-10T10:09:48-03:00,2025-04-10T10:38:25-03:00,0.02
docs/core_materials/ARCHITECTURE.md,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/CRONOS_REFACTORING_EXAMPLE.md,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/EGOS_OVERVIEW.md,2025-04-17T20:21:55-03:00,2025-04-17T20:21:55-03:00,0.00
docs/core_materials/GOVERNANCE.md,2025-04-16T18:05:44-03:00,2025-04-17T20:21:55-03:00,1.09
docs/core_materials/INTEGRATION_PLAN.md,2025-04-10T10:14:38-03:00,2025-04-17T20:21:55-03:00,7.42
docs/core_materials/KOIOS_Interaction_Standards.md,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/MCP_CREATION_GUIDE.md,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/MQP.md,2025-04-08T15:15:57-03:00,2025-04-25T17:33:12-03:00,17.10
docs/core_materials/MYCELIUM_INTEGRATION.md,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/PHILOSOPHY.md,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/README.md,2025-04-17T20:21:55-03:00,2025-04-17T20:21:55-03:00,0.00
docs/core_materials/STANDARDS_SCRIPT_FEEDBACK.md,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/STRATEGY.md,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/WEBSITE_DESIGN.md,2025-04-09T11:13:36-03:00,2025-04-17T20:21:55-03:00,8.38
docs/core_materials/ai_collaboration/MULTI_AGENT_WORKFLOW.md,2025-04-10T10:09:48-03:00,2025-04-17T20:21:55-03:00,7.43
docs/core_materials/ai_integration/MULTI_MODEL_INSIGHTS.md,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/ai_integration/cursor_agent_mode.md,2025-04-08T17:20:54-03:00,2025-04-17T20:21:55-03:00,9.13
docs/core_materials/archive/ROADMAPS/README.md,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/archive/ROADMAPS/active/20250330_slop_integration_roadmap.md,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/archive/ROADMAPS/active/20250330_task_dynamic_roadmap_implementation.md,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/archive/ROADMAPS/active/20250401_bios_q_unification_tracking.md,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/archive/ROADMAPS/active/20250401_system_unification_roadmap.md,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/archive/ROADMAPS/active/migration_plan_2025.md,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/archive/ROADMAPS/templates/task_roadmap_template.md,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/code_analysis/large_files_report.md,2025-04-08T18:16:42-03:00,2025-04-17T20:21:55-03:00,9.09
docs/core_materials/code_history_analysis.md,2025-04-16T17:43:44-03:00,2025-04-17T20:21:55-03:00,1.11
docs/core_materials/gitbash_commands.md,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/BACKUP quantico.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/BIOS-Q Cursor sistema EVA.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/BIOS-Q MCP.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/BOT ok melhorando.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/Backup system.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/Benchmark do Sistema EVA & GUARANI.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
"""docs/core_materials/historical_changelogs/Cursor X Web limita\303\247oes.txt""",,,
docs/core_materials/historical_changelogs/Dinamicidade no sistema.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/EGOS 1.0.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/EGOS1.1 visao geral.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
"""docs/core_materials/historical_changelogs/EVA & GUARANI - Quantum Unified Master Prompt 2024 (Vers\303\243o 8.0).txt""",,,
docs/core_materials/historical_changelogs/EVA 7.3.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/Filesystem SLOP.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/INstruicoes bot telegram.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
"""docs/core_materials/historical_changelogs/Instala\303\247ao EVA.txt""",,,
docs/core_materials/historical_changelogs/Integration Codeguide Paella MQP.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
"""docs/core_materials/historical_changelogs/Integra\303\247ao Cursor e Eva.txt""",,,
"""docs/core_materials/historical_changelogs/Integra\303\247ao Eliza.txt""",,,
"""docs/core_materials/historical_changelogs/Integra\303\247ao sistema quantico com bot.txt""",,,
docs/core_materials/historical_changelogs/Link simbolico fonte de verdade sistema.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/MATRIZ  quantica.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
"""docs/core_materials/historical_changelogs/MCP OK avan\303\247os e futuro.txt""",,,
"""docs/core_materials/historical_changelogs/MCP grande avan\303\247o roadmap.txt""",,,
docs/core_materials/historical_changelogs/MVP OK 7.0.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/Melhorias BOT telegram.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/Mycelium atualizado.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/NAO PARE Futuro Projeto importante.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/NEXUS elovuindo MUITO.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/NEXUS_MODULAR.md,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/OUTLINE cursor FODA.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/Overview projeto.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/PLANO DE NEGOCIO EVA (1).txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/PLANO DE NEGOCIO EVA (11).txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/PLANO DE NEGOCIO EVA (14).txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/PLANO DE NEGOCIO EVA (3).txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/PLANO DE NEGOCIO EVA SENNA.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/Panorama sistema TODO.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/Personas no bot.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
"""docs/core_materials/historical_changelogs/Plano reorganiza\303\247ao pastas.txt""",,,
docs/core_materials/historical_changelogs/Prometheus Grafana.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/Prompt Quantico 7.0 EGOS.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
docs/core_materials/historical_changelogs/Prompt quantico 7 ingles.txt,2025-04-08T15:15:57-03:00,2025-04-17T20:21:55-03:00,9.21
