id,label,title,color,size,type,in_degree,out_degree
tests/coruja/htmlcov/z_95f38aa90d0b1953_test_validator_concurrent_py.html,z_95f38aa90d0b1953_test_validator_concurrent_py.html,tests/coruja/htmlcov/z_95f38aa90d0b1953_test_validator_concurrent_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_95f38aa90d0b1953_test_validator_py.html,z_95f38aa90d0b1953_test_validator_py.html,tests/coruja/htmlcov/z_95f38aa90d0b1953_test_validator_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_95f38aa90d0b1953_test_validator_rules_py.html,z_95f38aa90d0b1953_test_validator_rules_py.html,tests/coruja/htmlcov/z_95f38aa90d0b1953_test_validator_rules_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_95f38aa90d0b1953_test_validator_severity_py.html,z_95f38aa90d0b1953_test_validator_severity_py.html,tests/coruja/htmlcov/z_95f38aa90d0b1953_test_validator_severity_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_95f38aa90d0b1953___init___py.html,z_95f38aa90d0b1953___init___py.html,tests/coruja/htmlcov/z_95f38aa90d0b1953___init___py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_9daefd81eca99403___init___py.html,z_9daefd81eca99403___init___py.html,tests/coruja/htmlcov/z_9daefd81eca99403___init___py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_a0e5efae23990171_test_gemini_interface_py.html,z_a0e5efae23990171_test_gemini_interface_py.html,tests/coruja/htmlcov/z_a0e5efae23990171_test_gemini_interface_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_a0e5efae23990171_test_simple_gemini_py.html,z_a0e5efae23990171_test_simple_gemini_py.html,tests/coruja/htmlcov/z_a0e5efae23990171_test_simple_gemini_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_a0e5efae23990171___init___py.html,z_a0e5efae23990171___init___py.html,tests/coruja/htmlcov/z_a0e5efae23990171___init___py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_a68dde2ef68ddd18_model_interface_py.html,z_a68dde2ef68ddd18_model_interface_py.html,tests/coruja/htmlcov/z_a68dde2ef68ddd18_model_interface_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_a68dde2ef68ddd18_sparc_messages_py.html,z_a68dde2ef68ddd18_sparc_messages_py.html,tests/coruja/htmlcov/z_a68dde2ef68ddd18_sparc_messages_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_a68dde2ef68ddd18___init___py.html,z_a68dde2ef68ddd18___init___py.html,tests/coruja/htmlcov/z_a68dde2ef68ddd18___init___py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_a79cc31b2570cb23_loader_py.html,z_a79cc31b2570cb23_loader_py.html,tests/coruja/htmlcov/z_a79cc31b2570cb23_loader_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_a79cc31b2570cb23___init___py.html,z_a79cc31b2570cb23___init___py.html,tests/coruja/htmlcov/z_a79cc31b2570cb23___init___py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_b82dc04503e8109f___init___py.html,z_b82dc04503e8109f___init___py.html,tests/coruja/htmlcov/z_b82dc04503e8109f___init___py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_b8ce1a12d06f50bd_agent_runtime_py.html,z_b8ce1a12d06f50bd_agent_runtime_py.html,tests/coruja/htmlcov/z_b8ce1a12d06f50bd_agent_runtime_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_b8ce1a12d06f50bd_basic_orchestrator_py.html,z_b8ce1a12d06f50bd_basic_orchestrator_py.html,tests/coruja/htmlcov/z_b8ce1a12d06f50bd_basic_orchestrator_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_b8ce1a12d06f50bd_communication_protocols_py.html,z_b8ce1a12d06f50bd_communication_protocols_py.html,tests/coruja/htmlcov/z_b8ce1a12d06f50bd_communication_protocols_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_b8ce1a12d06f50bd_crew_manager_py.html,z_b8ce1a12d06f50bd_crew_manager_py.html,tests/coruja/htmlcov/z_b8ce1a12d06f50bd_crew_manager_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_b8ce1a12d06f50bd_integration_standards_py.html,z_b8ce1a12d06f50bd_integration_standards_py.html,tests/coruja/htmlcov/z_b8ce1a12d06f50bd_integration_standards_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_b8ce1a12d06f50bd_prompt_manager_py.html,z_b8ce1a12d06f50bd_prompt_manager_py.html,tests/coruja/htmlcov/z_b8ce1a12d06f50bd_prompt_manager_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_b8ce1a12d06f50bd_sparc_registry_py.html,z_b8ce1a12d06f50bd_sparc_registry_py.html,tests/coruja/htmlcov/z_b8ce1a12d06f50bd_sparc_registry_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_b8ce1a12d06f50bd_sparc_tasks_py.html,z_b8ce1a12d06f50bd_sparc_tasks_py.html,tests/coruja/htmlcov/z_b8ce1a12d06f50bd_sparc_tasks_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_b8ce1a12d06f50bd_tool_registry_py.html,z_b8ce1a12d06f50bd_tool_registry_py.html,tests/coruja/htmlcov/z_b8ce1a12d06f50bd_tool_registry_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_b8ce1a12d06f50bd___init___py.html,z_b8ce1a12d06f50bd___init___py.html,tests/coruja/htmlcov/z_b8ce1a12d06f50bd___init___py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_cef9e26a4b2de3a1___init___py.html,z_cef9e26a4b2de3a1___init___py.html,tests/coruja/htmlcov/z_cef9e26a4b2de3a1___init___py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_d1e86742529a657a_test_service_py.html,z_d1e86742529a657a_test_service_py.html,tests/coruja/htmlcov/z_d1e86742529a657a_test_service_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_d1e86742529a657a___init___py.html,z_d1e86742529a657a___init___py.html,tests/coruja/htmlcov/z_d1e86742529a657a___init___py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_dca5a791c038c51a_conftest_py.html,z_dca5a791c038c51a_conftest_py.html,tests/coruja/htmlcov/z_dca5a791c038c51a_conftest_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_dca5a791c038c51a_test_backup_cleanup_py.html,z_dca5a791c038c51a_test_backup_cleanup_py.html,tests/coruja/htmlcov/z_dca5a791c038c51a_test_backup_cleanup_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_dca5a791c038c51a_test_backup_creation_py.html,z_dca5a791c038c51a_test_backup_creation_py.html,tests/coruja/htmlcov/z_dca5a791c038c51a_test_backup_creation_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_dca5a791c038c51a_test_backup_helpers_py.html,z_dca5a791c038c51a_test_backup_helpers_py.html,tests/coruja/htmlcov/z_dca5a791c038c51a_test_backup_helpers_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_dca5a791c038c51a_test_backup_history_py.html,z_dca5a791c038c51a_test_backup_history_py.html,tests/coruja/htmlcov/z_dca5a791c038c51a_test_backup_history_py.html,#1f77b4,10,html,0,0
